OrganisationID;OrganisationCode;OrganisationName;MetricName;Value;Text
41440;RPA02;Medway Maritime Hospital;Arrival time to theatre;76%;of patients arrived within appropriate time, National average 82%
41440;RPA02;Medway Maritime Hospital;Data Quality;94%;of applicable cases included
41440;RPA02;Medway Maritime Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
41440;RPA02;Medway Maritime Hospital;Number of cases;204;cases
41440;RPA02;Medway Maritime Hospital;Risk recorded before surgery;75%;of patients had risk recorded, National average 75%
41440;RPA02;Medway Maritime Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;86%;of high risk surgeries supervised, National average 83%
41504;RPY01;The Royal Marsden Hospital (London);30 day survival rate;100.00%;100.00%
41504;RPY01;The Royal Marsden Hospital (London);Arrival time to theatre;67%;of patients arrived within appropriate time, National average 82%
41504;RPY01;The Royal Marsden Hospital (London);Data Quality;53%;of applicable cases included
41504;RPY01;The Royal Marsden Hospital (London);High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
41504;RPY01;The Royal Marsden Hospital (London);Number of cases;17;cases
41504;RPY01;The Royal Marsden Hospital (London);Risk recorded before surgery;100%;of patients had risk recorded, National average 75%
41504;RPY01;The Royal Marsden Hospital (London);Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;100%;of high risk surgeries supervised, National average 83%
41515;RQ617;The Royal Liverpool University Hospital;30 day survival rate;90.60%;90.60%
41515;RQ617;The Royal Liverpool University Hospital;Arrival time to theatre;86%;of patients arrived within appropriate time, National average 82%
41515;RQ617;The Royal Liverpool University Hospital;Data Quality;66%;of applicable cases included
41515;RQ617;The Royal Liverpool University Hospital;High risk patients transferred to critical care;90%;of high risk patients transferred, National average 87%
41515;RQ617;The Royal Liverpool University Hospital;Number of cases;135;cases
41515;RQ617;The Royal Liverpool University Hospital;Risk recorded before surgery;57%;of patients had risk recorded, National average 75%
41515;RQ617;The Royal Liverpool University Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;54%;of high risk surgeries supervised, National average 83%
41533;RQ8L0;Broomfield Hospital;30 day survival rate;91.00%;91.00%
41533;RQ8L0;Broomfield Hospital;Arrival time to theatre;77%;of patients arrived within appropriate time, National average 82%
41533;RQ8L0;Broomfield Hospital;Data Quality;81%;of applicable cases included
41533;RQ8L0;Broomfield Hospital;High risk patients transferred to critical care;93%;of high risk patients transferred, National average 87%
41533;RQ8L0;Broomfield Hospital;Number of cases;146;cases
41533;RQ8L0;Broomfield Hospital;Risk recorded before surgery;74%;of patients had risk recorded, National average 75%
41533;RQ8L0;Broomfield Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;76%;of high risk surgeries supervised, National average 83%
41545;RQM01;Chelsea and Westminster Hospital;30 day survival rate;100.00%;100.00%
41545;RQM01;Chelsea and Westminster Hospital;Arrival time to theatre;83%;of patients arrived within appropriate time, National average 82%
41545;RQM01;Chelsea and Westminster Hospital;Data Quality;74%;of applicable cases included
41545;RQM01;Chelsea and Westminster Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
41545;RQM01;Chelsea and Westminster Hospital;Number of cases;70;cases
41545;RQM01;Chelsea and Westminster Hospital;Risk recorded before surgery;77%;of patients had risk recorded, National average 75%
41545;RQM01;Chelsea and Westminster Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;96%;of high risk surgeries supervised, National average 83%
41556;RQWG0;Princess Alexandra Hospital;30 day survival rate;90.00%;90.00%
41556;RQWG0;Princess Alexandra Hospital;Arrival time to theatre;88%;of patients arrived within appropriate time, National average 82%
41556;RQWG0;Princess Alexandra Hospital;Data Quality;72%;of applicable cases included
41556;RQWG0;Princess Alexandra Hospital;High risk patients transferred to critical care;83%;of high risk patients transferred, National average 87%
41556;RQWG0;Princess Alexandra Hospital;Number of cases;97;cases
41556;RQWG0;Princess Alexandra Hospital;Risk recorded before surgery;73%;of patients had risk recorded, National average 75%
41556;RQWG0;Princess Alexandra Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;89%;of high risk surgeries supervised, National average 83%
41569;RQXM1;Homerton University Hospital;30 day survival rate;87.40%;87.40%
41569;RQXM1;Homerton University Hospital;Arrival time to theatre;79%;of patients arrived within appropriate time, National average 82%
41569;RQXM1;Homerton University Hospital;Data Quality;100%;of applicable cases included
41569;RQXM1;Homerton University Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
41569;RQXM1;Homerton University Hospital;Number of cases;96;cases
41569;RQXM1;Homerton University Hospital;Risk recorded before surgery;85%;of patients had risk recorded, National average 75%
41569;RQXM1;Homerton University Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;96%;of high risk surgeries supervised, National average 83%
41607;RR7EN;Queen Elizabeth Hospital;30 day survival rate;85.30%;85.30%
41607;RR7EN;Queen Elizabeth Hospital;Arrival time to theatre;91%;of patients arrived within appropriate time, National average 82%
41607;RR7EN;Queen Elizabeth Hospital;Data Quality;66%;of applicable cases included
41607;RR7EN;Queen Elizabeth Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
41607;RR7EN;Queen Elizabeth Hospital;Number of cases;100;cases
41607;RR7EN;Queen Elizabeth Hospital;Risk recorded before surgery;92%;of patients had risk recorded, National average 75%
41607;RR7EN;Queen Elizabeth Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;83%;of high risk surgeries supervised, National average 83%
41615;RR813;St James's Hospital;30 day survival rate;91.40%;91.40%
41615;RR813;St James's Hospital;Arrival time to theatre;75%;of patients arrived within appropriate time, National average 82%
41615;RR813;St James's Hospital;Data Quality;90%;of applicable cases included
41615;RR813;St James's Hospital;High risk patients transferred to critical care;78%;of high risk patients transferred, National average 87%
41615;RR813;St James's Hospital;Number of cases;420;cases
41615;RR813;St James's Hospital;Risk recorded before surgery;51%;of patients had risk recorded, National average 75%
41615;RR813;St James's Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;43%;of high risk surgeries supervised, National average 83%
41724;RRF02;Royal Albert Edward Infirmary;30 day survival rate;93.80%;93.80%
41724;RRF02;Royal Albert Edward Infirmary;Arrival time to theatre;89%;of patients arrived within appropriate time, National average 82%
41724;RRF02;Royal Albert Edward Infirmary;Data Quality;90%;of applicable cases included
41724;RRF02;Royal Albert Edward Infirmary;High risk patients transferred to critical care;82%;of high risk patients transferred, National average 87%
41724;RRF02;Royal Albert Edward Infirmary;Number of cases;154;cases
41724;RRF02;Royal Albert Edward Infirmary;Risk recorded before surgery;94%;of patients had risk recorded, National average 75%
41724;RRF02;Royal Albert Edward Infirmary;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;76%;of high risk surgeries supervised, National average 83%
41754;RRK15;Queen Elizabeth Hospital Birmingham;30 day survival rate;92.50%;92.50%
41754;RRK15;Queen Elizabeth Hospital Birmingham;Arrival time to theatre;65%;of patients arrived within appropriate time, National average 82%
41754;RRK15;Queen Elizabeth Hospital Birmingham;Data Quality;94%;of applicable cases included
41754;RRK15;Queen Elizabeth Hospital Birmingham;High risk patients transferred to critical care;93%;of high risk patients transferred, National average 87%
41754;RRK15;Queen Elizabeth Hospital Birmingham;Number of cases;225;cases
41754;RRK15;Queen Elizabeth Hospital Birmingham;Risk recorded before surgery;80%;of patients had risk recorded, National average 75%
41754;RRK15;Queen Elizabeth Hospital Birmingham;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;79%;of high risk surgeries supervised, National average 83%
41804;RRV03;University College Hospital;30 day survival rate;91.70%;91.70%
41804;RRV03;University College Hospital;Arrival time to theatre;77%;of patients arrived within appropriate time, National average 82%
41804;RRV03;University College Hospital;Data Quality;79%;of applicable cases included
41804;RRV03;University College Hospital;High risk patients transferred to critical care;67%;of high risk patients transferred, National average 87%
41804;RRV03;University College Hospital;Number of cases;105;cases
41804;RRV03;University College Hospital;Risk recorded before surgery;78%;of patients had risk recorded, National average 75%
41804;RRV03;University College Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;81%;of high risk surgeries supervised, National average 83%
41841;RT301;Harefield Hospital;30 day survival rate;;
41841;RT301;Harefield Hospital;Arrival time to theatre;;
41841;RT301;Harefield Hospital;Data Quality;;
41841;RT301;Harefield Hospital;High risk patients transferred to critical care;;
41841;RT301;Harefield Hospital;Number of cases;0;cases
41841;RT301;Harefield Hospital;Risk recorded before surgery;;
41841;RT301;Harefield Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;;
41842;RT302;Royal Brompton Hospital;30 day survival rate;;
41842;RT302;Royal Brompton Hospital;Arrival time to theatre;100%;of patients arrived within appropriate time, National average 82%
41842;RT302;Royal Brompton Hospital;Data Quality;100%;of applicable cases included
41842;RT302;Royal Brompton Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
41842;RT302;Royal Brompton Hospital;Number of cases;1;cases
41842;RT302;Royal Brompton Hospital;Risk recorded before surgery;100%;of patients had risk recorded, National average 75%
41842;RT302;Royal Brompton Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;100%;of high risk surgeries supervised, National average 83%
41862;RTD01;Freeman Hospital;30 day survival rate;89.40%;89.40%
41862;RTD01;Freeman Hospital;Arrival time to theatre;73%;of patients arrived within appropriate time, National average 82%
41862;RTD01;Freeman Hospital;Data Quality;100%;of applicable cases included
41862;RTD01;Freeman Hospital;High risk patients transferred to critical care;88%;of high risk patients transferred, National average 87%
41862;RTD01;Freeman Hospital;Number of cases;84;cases
41862;RTD01;Freeman Hospital;Risk recorded before surgery;77%;of patients had risk recorded, National average 75%
41862;RTD01;Freeman Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;98%;of high risk surgeries supervised, National average 83%
41863;RTD02;The Royal Victoria Infirmary;30 day survival rate;91.50%;91.50%
41863;RTD02;The Royal Victoria Infirmary;Arrival time to theatre;90%;of patients arrived within appropriate time, National average 82%
41863;RTD02;The Royal Victoria Infirmary;Data Quality;100%;of applicable cases included
41863;RTD02;The Royal Victoria Infirmary;High risk patients transferred to critical care;99%;of high risk patients transferred, National average 87%
41863;RTD02;The Royal Victoria Infirmary;Number of cases;214;cases
41863;RTD02;The Royal Victoria Infirmary;Risk recorded before surgery;86%;of patients had risk recorded, National average 75%
41863;RTD02;The Royal Victoria Infirmary;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;89%;of high risk surgeries supervised, National average 83%
41887;RTE01;Cheltenham General Hospital;30 day survival rate;93.70%;93.70%
41887;RTE01;Cheltenham General Hospital;Arrival time to theatre;84%;of patients arrived within appropriate time, National average 82%
41887;RTE01;Cheltenham General Hospital;Data Quality;100%;of applicable cases included
41887;RTE01;Cheltenham General Hospital;High risk patients transferred to critical care;91%;of high risk patients transferred, National average 87%
41887;RTE01;Cheltenham General Hospital;Number of cases;158;cases
41887;RTE01;Cheltenham General Hospital;Risk recorded before surgery;92%;of patients had risk recorded, National average 75%
41887;RTE01;Cheltenham General Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;79%;of high risk surgeries supervised, National average 83%
41889;RTE03;Gloucestershire Royal Hospital;30 day survival rate;90.20%;90.20%
41889;RTE03;Gloucestershire Royal Hospital;Arrival time to theatre;88%;of patients arrived within appropriate time, National average 82%
41889;RTE03;Gloucestershire Royal Hospital;Data Quality;100%;of applicable cases included
41889;RTE03;Gloucestershire Royal Hospital;High risk patients transferred to critical care;88%;of high risk patients transferred, National average 87%
41889;RTE03;Gloucestershire Royal Hospital;Number of cases;262;cases
41889;RTE03;Gloucestershire Royal Hospital;Risk recorded before surgery;72%;of patients had risk recorded, National average 75%
41889;RTE03;Gloucestershire Royal Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;79%;of high risk surgeries supervised, National average 83%
41982;RTGFG;Royal Derby Hospital;30 day survival rate;93.70%;93.70%
41982;RTGFG;Royal Derby Hospital;Arrival time to theatre;78%;of patients arrived within appropriate time, National average 82%
41982;RTGFG;Royal Derby Hospital;Data Quality;79%;of applicable cases included
41982;RTGFG;Royal Derby Hospital;High risk patients transferred to critical care;80%;of high risk patients transferred, National average 87%
41982;RTGFG;Royal Derby Hospital;Number of cases;227;cases
41982;RTGFG;Royal Derby Hospital;Risk recorded before surgery;45%;of patients had risk recorded, National average 75%
41982;RTGFG;Royal Derby Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;77%;of high risk surgeries supervised, National average 83%
41984;RTH02;Churchill Hospital;30 day survival rate;;
41984;RTH02;Churchill Hospital;Arrival time to theatre;;
41984;RTH02;Churchill Hospital;Data Quality;;
41984;RTH02;Churchill Hospital;High risk patients transferred to critical care;;
41984;RTH02;Churchill Hospital;Number of cases;0;cases
41984;RTH02;Churchill Hospital;Risk recorded before surgery;;
41984;RTH02;Churchill Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;;
41987;RTH08;John Radcliffe Hospital;30 day survival rate;90.30%;90.30%
41987;RTH08;John Radcliffe Hospital;Arrival time to theatre;83%;of patients arrived within appropriate time, National average 82%
41987;RTH08;John Radcliffe Hospital;Data Quality;49%;of applicable cases included
41987;RTH08;John Radcliffe Hospital;High risk patients transferred to critical care;52%;of high risk patients transferred, National average 87%
41987;RTH08;John Radcliffe Hospital;Number of cases;122;cases
41987;RTH08;John Radcliffe Hospital;Risk recorded before surgery;42%;of patients had risk recorded, National average 75%
41987;RTH08;John Radcliffe Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;79%;of high risk surgeries supervised, National average 83%
42026;RTK01;St Peter's Hospital;30 day survival rate;91.80%;91.80%
42026;RTK01;St Peter's Hospital;Arrival time to theatre;83%;of patients arrived within appropriate time, National average 82%
42026;RTK01;St Peter's Hospital;Data Quality;96%;of applicable cases included
42026;RTK01;St Peter's Hospital;High risk patients transferred to critical care;97%;of high risk patients transferred, National average 87%
42026;RTK01;St Peter's Hospital;Number of cases;184;cases
42026;RTK01;St Peter's Hospital;Risk recorded before surgery;79%;of patients had risk recorded, National average 75%
42026;RTK01;St Peter's Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;90%;of high risk surgeries supervised, National average 83%
42129;RTR45;Friarage Hospital;30 day survival rate;82.90%;82.90%
42129;RTR45;Friarage Hospital;Arrival time to theatre;92%;of patients arrived within appropriate time, National average 82%
42129;RTR45;Friarage Hospital;Data Quality;26%;of applicable cases included
42129;RTR45;Friarage Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
42129;RTR45;Friarage Hospital;Number of cases;14;cases
42129;RTR45;Friarage Hospital;Risk recorded before surgery;86%;of patients had risk recorded, National average 75%
42129;RTR45;Friarage Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;78%;of high risk surgeries supervised, National average 83%
42131;RTRAT;The James Cook University Hospital;30 day survival rate;89.10%;89.10%
42131;RTRAT;The James Cook University Hospital;Arrival time to theatre;90%;of patients arrived within appropriate time, National average 82%
42131;RTRAT;The James Cook University Hospital;Data Quality;70%;of applicable cases included
42131;RTRAT;The James Cook University Hospital;High risk patients transferred to critical care;90%;of high risk patients transferred, National average 87%
42131;RTRAT;The James Cook University Hospital;Number of cases;150;cases
42131;RTRAT;The James Cook University Hospital;Risk recorded before surgery;67%;of patients had risk recorded, National average 75%
42131;RTRAT;The James Cook University Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;85%;of high risk surgeries supervised, National average 83%
42182;RTX02;Royal Lancaster Infirmary;30 day survival rate;91.10%;91.10%
42182;RTX02;Royal Lancaster Infirmary;Arrival time to theatre;88%;of patients arrived within appropriate time, National average 82%
42182;RTX02;Royal Lancaster Infirmary;Data Quality;92%;of applicable cases included
42182;RTX02;Royal Lancaster Infirmary;High risk patients transferred to critical care;94%;of high risk patients transferred, National average 87%
42182;RTX02;Royal Lancaster Infirmary;Number of cases;122;cases
42182;RTX02;Royal Lancaster Infirmary;Risk recorded before surgery;84%;of patients had risk recorded, National average 75%
42182;RTX02;Royal Lancaster Infirmary;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;85%;of high risk surgeries supervised, National average 83%
42186;RTXBU;Furness General Hospital;30 day survival rate;90.10%;90.10%
42186;RTXBU;Furness General Hospital;Arrival time to theatre;80%;of patients arrived within appropriate time, National average 82%
42186;RTXBU;Furness General Hospital;Data Quality;96%;of applicable cases included
42186;RTXBU;Furness General Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
42186;RTXBU;Furness General Hospital;Number of cases;65;cases
42186;RTXBU;Furness General Hospital;Risk recorded before surgery;83%;of patients had risk recorded, National average 75%
42186;RTXBU;Furness General Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;77%;of high risk surgeries supervised, National average 83%
42268;RVJ01;Southmead Hospital;30 day survival rate;89.10%;89.10%
42268;RVJ01;Southmead Hospital;Arrival time to theatre;85%;of patients arrived within appropriate time, National average 82%
42268;RVJ01;Southmead Hospital;Data Quality;88%;of applicable cases included
42268;RVJ01;Southmead Hospital;High risk patients transferred to critical care;94%;of high risk patients transferred, National average 87%
42268;RVJ01;Southmead Hospital;Number of cases;196;cases
42268;RVJ01;Southmead Hospital;Risk recorded before surgery;92%;of patients had risk recorded, National average 75%
42268;RVJ01;Southmead Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;82%;of high risk surgeries supervised, National average 83%
42347;RVR05;St Helier Hospital;30 day survival rate;89.20%;89.20%
42347;RVR05;St Helier Hospital;Arrival time to theatre;90%;of patients arrived within appropriate time, National average 82%
42347;RVR05;St Helier Hospital;Data Quality;47%;of applicable cases included
42347;RVR05;St Helier Hospital;High risk patients transferred to critical care;96%;of high risk patients transferred, National average 87%
42347;RVR05;St Helier Hospital;Number of cases;62;cases
42347;RVR05;St Helier Hospital;Risk recorded before surgery;48%;of patients had risk recorded, National average 75%
42347;RVR05;St Helier Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;95%;of high risk surgeries supervised, National average 83%
42362;RVV01;William Harvey Hospital (Ashford);30 day survival rate;89.90%;89.90%
42362;RVV01;William Harvey Hospital (Ashford);Arrival time to theatre;85%;of patients arrived within appropriate time, National average 82%
42362;RVV01;William Harvey Hospital (Ashford);Data Quality;96%;of applicable cases included
42362;RVV01;William Harvey Hospital (Ashford);High risk patients transferred to critical care;94%;of high risk patients transferred, National average 87%
42362;RVV01;William Harvey Hospital (Ashford);Number of cases;195;cases
42362;RVV01;William Harvey Hospital (Ashford);Risk recorded before surgery;86%;of patients had risk recorded, National average 75%
42362;RVV01;William Harvey Hospital (Ashford);Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;100%;of high risk surgeries supervised, National average 83%
42366;RVV09;Queen Elizabeth The Queen Mother Hospital;30 day survival rate;90.20%;90.20%
42366;RVV09;Queen Elizabeth The Queen Mother Hospital;Arrival time to theatre;89%;of patients arrived within appropriate time, National average 82%
42366;RVV09;Queen Elizabeth The Queen Mother Hospital;Data Quality;90%;of applicable cases included
42366;RVV09;Queen Elizabeth The Queen Mother Hospital;High risk patients transferred to critical care;80%;of high risk patients transferred, National average 87%
42366;RVV09;Queen Elizabeth The Queen Mother Hospital;Number of cases;168;cases
42366;RVV09;Queen Elizabeth The Queen Mother Hospital;Risk recorded before surgery;96%;of patients had risk recorded, National average 75%
42366;RVV09;Queen Elizabeth The Queen Mother Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;84%;of high risk surgeries supervised, National average 83%
42477;RVWAE;University Hospital Of North Tees;30 day survival rate;91.40%;91.40%
42477;RVWAE;University Hospital Of North Tees;Arrival time to theatre;85%;of patients arrived within appropriate time, National average 82%
42477;RVWAE;University Hospital Of North Tees;Data Quality;77%;of applicable cases included
42477;RVWAE;University Hospital Of North Tees;High risk patients transferred to critical care;78%;of high risk patients transferred, National average 87%
42477;RVWAE;University Hospital Of North Tees;Number of cases;150;cases
42477;RVWAE;University Hospital Of North Tees;Risk recorded before surgery;71%;of patients had risk recorded, National average 75%
42477;RVWAE;University Hospital Of North Tees;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;90%;of high risk surgeries supervised, National average 83%
42483;RVY01;Southport and Formby District General Hospital;30 day survival rate;93.80%;93.80%
42483;RVY01;Southport and Formby District General Hospital;Arrival time to theatre;88%;of patients arrived within appropriate time, National average 82%
42483;RVY01;Southport and Formby District General Hospital;Data Quality;100%;of applicable cases included
42483;RVY01;Southport and Formby District General Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
42483;RVY01;Southport and Formby District General Hospital;Number of cases;104;cases
42483;RVY01;Southport and Formby District General Hospital;Risk recorded before surgery;78%;of patients had risk recorded, National average 75%
42483;RVY01;Southport and Formby District General Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;60%;of high risk surgeries supervised, National average 83%
42644;RW602;North Manchester General Hospital;30 day survival rate;92.00%;92.00%
42644;RW602;North Manchester General Hospital;Arrival time to theatre;79%;of patients arrived within appropriate time, National average 82%
42644;RW602;North Manchester General Hospital;Data Quality;91%;of applicable cases included
42644;RW602;North Manchester General Hospital;High risk patients transferred to critical care;78%;of high risk patients transferred, National average 87%
42644;RW602;North Manchester General Hospital;Number of cases;136;cases
42644;RW602;North Manchester General Hospital;Risk recorded before surgery;62%;of patients had risk recorded, National average 75%
42644;RW602;North Manchester General Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;100%;of high risk surgeries supervised, National average 83%
42645;RW603;Royal Oldham Hospital;30 day survival rate;92.50%;92.50%
42645;RW603;Royal Oldham Hospital;Arrival time to theatre;81%;of patients arrived within appropriate time, National average 82%
42645;RW603;Royal Oldham Hospital;Data Quality;100%;of applicable cases included
42645;RW603;Royal Oldham Hospital;High risk patients transferred to critical care;92%;of high risk patients transferred, National average 87%
42645;RW603;Royal Oldham Hospital;Number of cases;157;cases
42645;RW603;Royal Oldham Hospital;Risk recorded before surgery;94%;of patients had risk recorded, National average 75%
42645;RW603;Royal Oldham Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;99%;of high risk surgeries supervised, National average 83%
42660;RWA01;Hull Royal Infirmary;30 day survival rate;87.50%;87.50%
42660;RWA01;Hull Royal Infirmary;Arrival time to theatre;84%;of patients arrived within appropriate time, National average 82%
42660;RWA01;Hull Royal Infirmary;Data Quality;11%;of applicable cases included
42660;RWA01;Hull Royal Infirmary;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
42660;RWA01;Hull Royal Infirmary;Number of cases;32;cases
42660;RWA01;Hull Royal Infirmary;Risk recorded before surgery;63%;of patients had risk recorded, National average 75%
42660;RWA01;Hull Royal Infirmary;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;63%;of high risk surgeries supervised, National average 83%
42661;RWA16;Castle Hill Hospital;30 day survival rate;;
42661;RWA16;Castle Hill Hospital;Arrival time to theatre;100%;of patients arrived within appropriate time, National average 82%
42661;RWA16;Castle Hill Hospital;Data Quality;6%;of applicable cases included
42661;RWA16;Castle Hill Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
42661;RWA16;Castle Hill Hospital;Number of cases;4;cases
42661;RWA16;Castle Hill Hospital;Risk recorded before surgery;100%;of patients had risk recorded, National average 75%
42661;RWA16;Castle Hill Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;100%;of high risk surgeries supervised, National average 83%
42670;RWDDA;Lincoln County Hospital;30 day survival rate;88.00%;88.00%
42670;RWDDA;Lincoln County Hospital;Arrival time to theatre;75%;of patients arrived within appropriate time, National average 82%
42670;RWDDA;Lincoln County Hospital;Data Quality;100%;of applicable cases included
42670;RWDDA;Lincoln County Hospital;High risk patients transferred to critical care;93%;of high risk patients transferred, National average 87%
42670;RWDDA;Lincoln County Hospital;Number of cases;169;cases
42670;RWDDA;Lincoln County Hospital;Risk recorded before surgery;83%;of patients had risk recorded, National average 75%
42670;RWDDA;Lincoln County Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;93%;of high risk surgeries supervised, National average 83%
42671;RWDLA;Pilgrim Hospital;30 day survival rate;87.30%;87.30%
42671;RWDLA;Pilgrim Hospital;Arrival time to theatre;89%;of patients arrived within appropriate time, National average 82%
42671;RWDLA;Pilgrim Hospital;Data Quality;87%;of applicable cases included
42671;RWDLA;Pilgrim Hospital;High risk patients transferred to critical care;89%;of high risk patients transferred, National average 87%
42671;RWDLA;Pilgrim Hospital;Number of cases;97;cases
42671;RWDLA;Pilgrim Hospital;Risk recorded before surgery;95%;of patients had risk recorded, National average 75%
42671;RWDLA;Pilgrim Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;78%;of high risk surgeries supervised, National average 83%
42680;RWEAA;Leicester Royal Infirmary;30 day survival rate;94.60%;94.60%
42680;RWEAA;Leicester Royal Infirmary;Arrival time to theatre;82%;of patients arrived within appropriate time, National average 82%
42680;RWEAA;Leicester Royal Infirmary;Data Quality;91%;of applicable cases included
42680;RWEAA;Leicester Royal Infirmary;High risk patients transferred to critical care;98%;of high risk patients transferred, National average 87%
42680;RWEAA;Leicester Royal Infirmary;Number of cases;321;cases
42680;RWEAA;Leicester Royal Infirmary;Risk recorded before surgery;68%;of patients had risk recorded, National average 75%
42680;RWEAA;Leicester Royal Infirmary;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;63%;of high risk surgeries supervised, National average 83%
42682;RWEAK;Leicester General Hospital;30 day survival rate;97.30%;97.30%
42682;RWEAK;Leicester General Hospital;Arrival time to theatre;83%;of patients arrived within appropriate time, National average 82%
42682;RWEAK;Leicester General Hospital;Data Quality;65%;of applicable cases included
42682;RWEAK;Leicester General Hospital;High risk patients transferred to critical care;92%;of high risk patients transferred, National average 87%
42682;RWEAK;Leicester General Hospital;Number of cases;89;cases
42682;RWEAK;Leicester General Hospital;Risk recorded before surgery;66%;of patients had risk recorded, National average 75%
42682;RWEAK;Leicester General Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;60%;of high risk surgeries supervised, National average 83%
42686;RWF03;Maidstone Hospital;30 day survival rate;;
42686;RWF03;Maidstone Hospital;Arrival time to theatre;100%;of patients arrived within appropriate time, National average 82%
42686;RWF03;Maidstone Hospital;Data Quality;36%;of applicable cases included
42686;RWF03;Maidstone Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
42686;RWF03;Maidstone Hospital;Number of cases;8;cases
42686;RWF03;Maidstone Hospital;Risk recorded before surgery;75%;of patients had risk recorded, National average 75%
42686;RWF03;Maidstone Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;100%;of high risk surgeries supervised, National average 83%
42710;RWFTW;Tunbridge Wells Hospital at Pembury;30 day survival rate;94.40%;94.40%
42710;RWFTW;Tunbridge Wells Hospital at Pembury;Arrival time to theatre;83%;of patients arrived within appropriate time, National average 82%
42710;RWFTW;Tunbridge Wells Hospital at Pembury;Data Quality;83%;of applicable cases included
42710;RWFTW;Tunbridge Wells Hospital at Pembury;High risk patients transferred to critical care;99%;of high risk patients transferred, National average 87%
42710;RWFTW;Tunbridge Wells Hospital at Pembury;Number of cases;207;cases
42710;RWFTW;Tunbridge Wells Hospital at Pembury;Risk recorded before surgery;77%;of patients had risk recorded, National average 75%
42710;RWFTW;Tunbridge Wells Hospital at Pembury;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;78%;of high risk surgeries supervised, National average 83%
42713;RWG02;Watford General Hospital;30 day survival rate;85.50%;85.50%
42713;RWG02;Watford General Hospital;Arrival time to theatre;74%;of patients arrived within appropriate time, National average 82%
42713;RWG02;Watford General Hospital;Data Quality;100%;of applicable cases included
42713;RWG02;Watford General Hospital;High risk patients transferred to critical care;79%;of high risk patients transferred, National average 87%
42713;RWG02;Watford General Hospital;Number of cases;202;cases
